日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-07-25,000333,49.6,50.95,51.22,49.51,360274,2023496096.02,3.45,2.74,1.36,0.53
2022-07-26,000333,51.0,51.9,52.36,50.87,263042,1507831169.3,2.92,1.86,0.95,0.38
2022-07-27,000333,51.7,50.42,51.75,50.27,244410,1372601234.98,2.85,-2.85,-1.48,0.36
2022-07-28,000333,50.5,50.25,50.64,50.01,146147,815071057.21,1.25,-0.34,-0.17,0.21
2022-07-29,000333,50.45,49.48,50.7,49.28,237474,1312270361.9,2.83,-1.53,-0.77,0.35
2022-08-01,000333,49.75,49.11,49.8,48.58,186467,1017042233.73,2.47,-0.75,-0.37,0.27
2022-08-02,000333,48.58,48.1,48.6,47.4,260486,1393045271.36,2.44,-2.06,-1.01,0.38
2022-08-03,000333,47.71,46.75,48.51,46.58,318780,1682530015.52,4.01,-2.81,-1.35,0.47
2022-08-04,000333,46.9,47.0,47.27,46.6,135291,709252637.11,1.43,0.53,0.25,0.2
2022-08-05,000333,47.24,47.47,47.47,46.58,198191,1039336001.81,1.89,1.0,0.47,0.29
2022-08-08,000333,47.05,46.93,47.47,46.83,218082,1144520138.29,1.35,-1.14,-0.54,0.32
2022-08-09,000333,46.95,47.16,47.56,46.75,160516,846230165.41,1.73,0.49,0.23,0.23
2022-08-10,000333,47.13,46.33,47.13,46.27,163024,847521283.41,1.82,-1.76,-0.83,0.24
2022-08-11,000333,46.8,47.42,47.48,46.38,229539,1206195923.67,2.37,2.35,1.09,0.34
2022-08-12,000333,47.21,47.66,47.96,46.93,169879,899862140.62,2.17,0.51,0.24,0.25
2022-08-15,000333,47.67,47.3,48.1,47.02,183235,969855783.83,2.27,-0.76,-0.36,0.27
2022-08-16,000333,47.32,47.1,47.39,46.8,163357,858701197.24,1.25,-0.42,-0.2,0.24
2022-08-17,000333,47.16,47.93,48.38,46.61,238435,1266823797.06,3.76,1.76,0.83,0.35
2022-08-18,000333,47.6,47.12,47.75,46.91,140885,742672219.82,1.75,-1.69,-0.81,0.21
2022-08-19,000333,47.18,47.11,47.31,46.75,132153,695288655.05,1.19,-0.02,-0.01,0.19
2022-08-22,000333,46.96,47.54,48.05,46.79,238176,1266026527.73,2.67,0.91,0.43,0.35
2022-08-23,000333,47.45,46.62,47.6,46.5,220349,1151798157.22,2.31,-1.94,-0.92,0.32
2022-08-24,000333,46.6,45.89,46.68,45.81,215842,1113905675.44,1.87,-1.57,-0.73,0.32
2022-08-25,000333,45.89,46.73,46.91,45.47,209893,1083006133.7,3.14,1.83,0.84,0.31
2022-08-26,000333,46.98,46.73,47.16,46.39,160406,837907693.58,1.65,0.0,0.0,0.23
2022-08-29,000333,46.1,46.78,47.37,46.01,164561,857943931.67,2.91,0.11,0.05,0.24
2022-08-30,000333,46.99,46.8,47.71,46.58,202708,1065091301.3,2.42,0.04,0.02,0.3
2022-08-31,000333,46.6,47.74,48.15,46.59,462838,2459353193.95,3.33,2.01,0.94,0.68
2022-09-01,000333,47.73,49.61,50.0,47.73,642105,3521209361.9,4.75,3.92,1.87,0.94
2022-09-02,000333,49.61,48.15,49.61,47.67,367460,1976289177.92,3.91,-2.94,-1.46,0.54
2022-09-05,000333,47.6,48.3,48.5,47.38,190275,1017336571.66,2.33,0.31,0.15,0.28
2022-09-06,000333,48.31,47.96,48.71,47.9,177962,953823605.2,1.68,-0.7,-0.34,0.26
2022-09-07,000333,48.17,47.55,48.19,47.48,209953,1116835915.49,1.48,-0.85,-0.41,0.31
2022-09-08,000333,47.55,47.87,48.25,47.55,153657,822398889.27,1.47,0.67,0.32,0.22
2022-09-09,000333,47.87,49.94,50.13,47.76,523881,2884912064.83,4.95,4.32,2.07,0.76
2022-09-13,000333,49.94,50.99,51.4,49.57,346024,1947119368.59,3.66,2.1,1.05,0.51
2022-09-14,000333,50.0,50.43,50.75,49.9,187473,1046314871.35,1.67,-1.1,-0.56,0.27
2022-09-15,000333,50.39,50.84,51.7,50.19,289698,1636891138.76,2.99,0.81,0.41,0.42
2022-09-16,000333,50.49,49.62,50.6,49.4,259940,1439024736.05,2.36,-2.4,-1.22,0.38
2022-09-19,000333,49.17,49.48,49.94,48.62,203600,1115777266.41,2.66,-0.28,-0.14,0.3
2022-09-20,000333,49.35,48.02,49.6,47.8,350660,1883992924.37,3.64,-2.95,-1.46,0.51
2022-09-21,000333,48.93,47.35,48.96,46.84,267752,1414578652.97,4.41,-1.4,-0.67,0.39
2022-09-22,000333,47.24,46.0,47.25,45.79,401432,2075058537.09,3.08,-2.85,-1.35,0.59
2022-09-23,000333,45.61,45.84,46.39,45.5,175176,899511431.7,1.93,-0.35,-0.16,0.26
2022-09-26,000333,45.5,45.55,46.5,45.39,205533,1055235704.3,2.42,-0.63,-0.29,0.3
2022-09-27,000333,45.65,46.18,46.38,44.8,247650,1268264653.23,3.47,1.38,0.63,0.36
2022-09-28,000333,46.0,45.67,46.27,45.6,135577,697308166.11,1.45,-1.1,-0.51,0.2
2022-09-29,000333,45.97,45.0,46.26,44.8,253195,1286757815.65,3.2,-1.47,-0.67,0.37
2022-09-30,000333,44.63,43.81,45.07,43.81,355638,1767860147.82,2.8,-2.64,-1.19,0.52
2022-10-10,000333,43.81,43.2,44.49,42.96,260145,1282724398.35,3.49,-1.39,-0.61,0.38
2022-10-11,000333,43.19,42.87,43.35,42.5,220037,1061344409.94,1.97,-0.76,-0.33,0.32
2022-10-12,000333,42.55,42.77,42.8,41.5,240971,1147459230.8,3.03,-0.23,-0.1,0.35
2022-10-13,000333,42.49,41.56,42.5,41.51,277454,1314811925.42,2.31,-2.83,-1.21,0.4
2022-10-14,000333,41.75,42.49,42.75,41.6,313388,1498957703.41,2.77,2.24,0.93,0.46
2022-10-17,000333,42.21,42.17,42.35,41.8,235017,1116822628.24,1.29,-0.75,-0.32,0.34
2022-10-18,000333,42.48,41.94,42.65,41.83,270086,1286487096.99,1.94,-0.55,-0.23,0.39
2022-10-19,000333,41.86,39.72,41.86,39.67,556549,2560635750.15,5.22,-5.29,-2.22,0.81
2022-10-20,000333,39.3,38.88,39.78,38.36,366478,1635034406.28,3.58,-2.11,-0.84,0.53
2022-10-21,000333,38.89,38.5,39.28,38.27,272432,1202555594.67,2.6,-0.98,-0.38,0.4
2022-10-24,000333,38.2,36.89,38.82,36.8,459169,1972598642.79,5.25,-4.18,-1.61,0.67
2022-10-25,000333,37.3,36.52,37.45,36.48,414401,1755695125.41,2.63,-1.0,-0.37,0.6
2022-10-26,000333,36.7,36.96,37.71,36.66,362814,1546847300.87,2.88,1.2,0.44,0.53
2022-10-27,000333,37.2,37.08,37.5,36.8,226403,965896178.55,1.89,0.32,0.12,0.33
2022-10-28,000333,36.71,35.26,36.88,35.12,401750,1664548587.26,4.75,-4.91,-1.82,0.59
2022-10-31,000333,35.23,34.68,35.3,34.6,345535,1396541435.65,1.99,-1.64,-0.58,0.5
2022-11-01,000333,35.08,36.1,36.1,34.59,480671,1965965682.2,4.35,4.09,1.42,0.7
2022-11-02,000333,35.9,36.58,37.1,35.72,380199,1594625960.37,3.82,1.33,0.48,0.55
2022-11-03,000333,36.3,36.08,36.37,35.7,288535,1197662698.13,1.83,-1.37,-0.5,0.42
2022-11-04,000333,36.13,37.59,37.85,36.08,457491,1955851185.02,4.91,4.19,1.51,0.67
2022-11-07,000333,37.5,37.56,37.76,37.01,331596,1424760638.23,2.0,-0.08,-0.03,0.48
2022-11-08,000333,37.62,37.5,37.79,37.08,305582,1312592117.08,1.89,-0.16,-0.06,0.45
2022-11-09,000333,37.89,37.54,38.35,37.45,229904,995215199.85,2.4,0.11,0.04,0.34
2022-11-10,000333,37.25,37.47,37.48,37.03,223054,954033824.36,1.2,-0.19,-0.07,0.33
2022-11-11,000333,39.03,40.13,40.7,38.21,828835,3734773539.5,6.65,7.1,2.66,1.21
2022-11-14,000333,42.42,42.3,43.61,41.8,1000204,4791202404.25,4.51,5.41,2.17,1.46
2022-11-15,000333,43.0,43.57,44.08,42.2,512288,2501777032.0,4.44,3.0,1.27,0.75
2022-11-16,000333,43.9,42.96,43.9,42.66,259926,1264627973.12,2.85,-1.4,-0.61,0.38
2022-11-17,000333,42.89,42.46,43.6,42.18,192846,927024366.18,3.31,-1.16,-0.5,0.28
2022-11-18,000333,42.86,42.47,43.04,42.18,160676,772609930.37,2.03,0.02,0.01,0.23
2022-11-21,000333,41.97,40.84,41.97,40.74,345234,1604372657.94,2.9,-3.84,-1.63,0.5
2022-11-22,000333,40.9,40.8,41.54,40.4,235692,1092152104.18,2.79,-0.1,-0.04,0.34
2022-11-23,000333,40.73,40.78,41.04,40.52,142552,659509321.94,1.27,-0.05,-0.02,0.21
2022-11-24,000333,41.25,40.41,41.7,40.28,213800,987544043.19,3.48,-0.91,-0.37,0.31
2022-11-25,000333,40.41,41.19,41.59,40.33,246975,1150838919.31,3.12,1.93,0.78,0.36
2022-11-28,000333,40.18,40.79,40.95,39.73,226551,1036165229.67,2.96,-0.97,-0.4,0.33
2022-11-29,000333,42.5,42.92,43.28,41.42,389287,1868785966.58,4.56,5.22,2.13,0.57
2022-11-30,000333,42.68,42.37,43.48,41.99,272876,1310967680.21,3.47,-1.28,-0.55,0.4
2022-12-01,000333,43.31,42.81,43.83,42.77,276045,1344223507.96,2.5,1.04,0.44,0.4
2022-12-02,000333,42.54,42.54,43.1,42.26,170150,818020497.82,1.96,-0.63,-0.27,0.25
2022-12-05,000333,42.99,44.2,44.5,42.9,361068,1785930108.09,3.76,3.9,1.66,0.53
2022-12-06,000333,44.19,44.5,45.16,43.52,325270,1629245814.12,3.71,0.68,0.3,0.47
2022-12-07,000333,44.5,45.75,46.18,44.0,436564,2229128244.86,4.9,2.81,1.25,0.64
2022-12-08,000333,45.85,46.25,46.98,45.34,390780,2028801619.21,3.58,1.09,0.5,0.57
2022-12-09,000333,46.46,48.8,48.83,46.31,699406,3745342825.93,5.45,5.51,2.55,1.02
2022-12-12,000333,48.2,48.93,49.47,47.8,466633,2533376174.82,3.42,0.27,0.13,0.68
2022-12-13,000333,48.71,48.45,48.9,48.15,306193,1650838607.43,1.53,-0.98,-0.48,0.45
2022-12-14,000333,47.95,49.39,49.56,47.95,260850,1420701035.01,3.32,1.94,0.94,0.38
2022-12-15,000333,49.4,48.13,50.3,47.75,278043,1498675160.02,5.16,-2.55,-1.26,0.41
2022-12-16,000333,47.78,48.5,48.65,47.27,197450,1058833012.74,2.87,0.77,0.37,0.29
2022-12-19,000333,48.5,48.18,48.88,47.78,160764,864239616.69,2.27,-0.66,-0.32,0.23
2022-12-20,000333,47.5,46.07,47.59,46.05,272454,1417537680.65,3.2,-4.38,-2.11,0.4
2022-12-21,000333,45.79,46.18,46.99,45.79,130742,679672974.13,2.6,0.24,0.11,0.19
2022-12-22,000333,46.44,46.7,47.78,46.27,228123,1199123081.94,3.27,1.13,0.52,0.33
2022-12-23,000333,46.48,46.88,47.65,45.93,163439,860296627.18,3.68,0.39,0.18,0.24
2022-12-26,000333,47.18,46.0,47.38,45.86,153879,795665124.7,3.24,-1.88,-0.88,0.22
2022-12-27,000333,46.29,47.44,47.53,45.91,173391,911438654.31,3.52,3.13,1.44,0.25
2022-12-28,000333,46.93,46.55,47.25,46.4,163229,852152449.39,1.79,-1.88,-0.89,0.24
2022-12-29,000333,46.12,46.23,46.69,45.52,119951,619844870.0,2.51,-0.69,-0.32,0.18
2022-12-30,000333,46.3,46.3,47.0,46.2,127733,665300212.65,1.73,0.15,0.07,0.19
2023-01-03,000333,46.5,46.38,46.73,45.73,163628,846525405.02,2.16,0.17,0.08,0.24
2023-01-04,000333,46.19,48.25,48.33,46.15,261341,1390708574.95,4.7,4.03,1.87,0.38
2023-01-05,000333,48.5,49.41,49.49,48.45,294217,1608128838.06,2.16,2.4,1.16,0.43
2023-01-06,000333,49.47,48.51,49.66,48.41,195001,1058139217.16,2.53,-1.82,-0.9,0.28
2023-01-09,000333,48.6,48.61,48.95,47.9,204277,1101325466.48,2.16,0.21,0.1,0.3
2023-01-10,000333,48.49,48.0,48.9,47.93,154340,829875435.25,2.0,-1.25,-0.61,0.23
2023-01-11,000333,47.95,49.0,49.68,47.9,214610,1171606255.18,3.71,2.08,1.0,0.31
2023-01-12,000333,48.8,49.27,49.5,48.51,145818,797908669.91,2.02,0.55,0.27,0.21
2023-01-13,000333,49.37,50.45,50.5,49.0,265803,1471250757.18,3.04,2.39,1.18,0.39
2023-01-16,000333,50.53,52.2,52.86,50.52,330181,1899010907.45,4.64,3.47,1.75,0.48
2023-01-17,000333,52.19,52.5,52.68,51.65,188114,1087194816.99,1.97,0.57,0.3,0.27
2023-01-18,000333,52.5,52.1,53.0,51.87,130358,751785488.09,2.15,-0.76,-0.4,0.19
2023-01-19,000333,51.96,51.88,52.05,51.2,194679,1110365666.91,1.63,-0.42,-0.22,0.28
2023-01-20,000333,51.96,51.58,52.34,51.46,108608,621198692.31,1.7,-0.58,-0.3,0.16
2023-01-30,000333,51.94,50.15,52.58,50.09,256196,1445902234.07,4.83,-2.77,-1.43,0.37
2023-01-31,000333,49.9,49.7,50.65,49.5,232598,1290578245.2,2.29,-0.9,-0.45,0.34
2023-02-01,000333,49.79,50.0,50.49,48.95,267247,1474820029.11,3.1,0.6,0.3,0.39
2023-02-02,000333,49.95,48.46,50.1,48.12,367678,1990832646.72,3.96,-3.08,-1.54,0.54
2023-02-03,000333,48.2,47.81,48.45,47.36,208300,1109569943.18,2.25,-1.34,-0.65,0.3
2023-02-06,000333,47.31,45.75,47.31,45.58,421857,2172641978.93,3.62,-4.31,-2.06,0.62
